,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
69,70,Weepinbell,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids.","3' 03""",14.1 lbs,Flycatcher,['Chlorophyll'],"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","{'HP': 4, 'Attack': 6, 'Defense': 3, 'Special Attack': 5, 'Special Defense': 3, 'Speed': 4}"
70,71,Victreebel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all.","5' 07""",34.2 lbs,Flycatcher,['Chlorophyll'],"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","{'HP': 5, 'Attack': 7, 'Defense': 4, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 5}"
71,72,Tentacool,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,"2' 11""",100.3 lbs,Jellyfish,"['Clear Body', 'Liquid Ooze']","['Water', 'Poison']","['Psychic', 'Electric', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 5}"
72,73,Tentacruel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.","5' 03""",121.3 lbs,Jellyfish,"['Clear Body', 'Liquid Ooze']","['Water', 'Poison']","['Psychic', 'Electric', 'Ground']","{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 8, 'Speed': 6}"
73,74,Geodude,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.","1' 04""",44.1 lbs,Rock,"['Rock Head', 'Sturdy']","['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","{'HP': 3, 'Attack': 5, 'Defense': 6, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 2}"
74,75,Graveler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.","3' 03""",231.5 lbs,Rock,"['Rock Head', 'Sturdy']","['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","{'HP': 4, 'Attack': 6, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
75,76,Golem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.","4' 07""",661.4 lbs,Megaton,"['Rock Head', 'Sturdy']","['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","{'HP': 5, 'Attack': 8, 'Defense': 8, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
76,77,Ponyta,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,"About an hour after birth, Ponyta’s fiery mane and tail grow out, giving the Pokémon an impressive appearance.","3' 03""",66.1 lbs,Fire Horse,"['Run Away', 'Flash Fire']",['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 3, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 6}"
77,78,Rapidash,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,"It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow.","5' 07""",209.4 lbs,Fire Horse,"['Run Away', 'Flash Fire']",['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 4, 'Attack': 6, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 7}"
78,79,Slowpoke,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,"3' 11""",79.4 lbs,Dopey,"['Oblivious', 'Own Tempo']","['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","{'HP': 6, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 1}"
79,80,Slowbro,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.","5' 03""",173.1 lbs,Hermit Crab,"['Oblivious', 'Own Tempo']","['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","{'HP': 6, 'Attack': 5, 'Defense': 7, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 2}"
80,81,Magnemite,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.","1' 00""",13.2 lbs,Magnet,"['Sturdy', 'Magnet Pull']","['Electric', 'Steel']","['Fire', 'Fighting', 'Ground']","{'HP': 2, 'Attack': 3, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 4, 'Speed': 3}"
81,82,Magneton,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png,Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close.,"3' 03""",132.3 lbs,Magnet,"['Sturdy', 'Magnet Pull']","['Electric', 'Steel']","['Fire', 'Fighting', 'Ground']","{'HP': 3, 'Attack': 4, 'Defense': 6, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 5}"
82,83,Farfetch’d,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.,"2' 07""",33.1 lbs,Wild Duck,"['Keen Eye', 'Inner Focus']","['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 4, 'Attack': 6, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 4}"
83,84,Doduo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.","4' 07""",86.4 lbs,Twin Bird,"['Run Away', 'Early Bird']","['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 3, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 5}"
84,85,Dodrio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,"5' 11""",187.8 lbs,Triple Bird,"['Run Away', 'Early Bird']","['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 4, 'Attack': 7, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 7}"
85,86,Seel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,"3' 07""",198.4 lbs,Sea Lion,"['Thick Fat', 'Hydration']",['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 3}"
86,87,Dewgong,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.","5' 07""",264.6 lbs,Sea Lion,"['Thick Fat', 'Hydration']","['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","{'HP': 6, 'Attack': 5, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 5}"
87,88,Grimer,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies.","2' 11""",66.1 lbs,Sludge,"['Stench', 'Sticky Hold']",['Poison'],"['Psychic', 'Ground']","{'HP': 5, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
88,89,Muk,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,"It’s thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.","3' 11""",66.1 lbs,Sludge,"['Stench', 'Sticky Hold']",['Poison'],"['Psychic', 'Ground']","{'HP': 7, 'Attack': 7, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 6, 'Speed': 3}"
89,90,Shellder,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.","1' 00""",8.8 lbs,Bivalve,"['Shell Armor', 'Skill Link']",['Water'],"['Grass', 'Electric']","{'HP': 2, 'Attack': 4, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 3}"
90,91,Cloyster,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,"Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells.","4' 11""",292.1 lbs,Bivalve,"['Shell Armor', 'Skill Link']","['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","{'HP': 3, 'Attack': 6, 'Defense': 11, 'Special Attack': 5, 'Special Defense': 3, 'Speed': 5}"
91,92,Gastly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.","4' 03""",0.2 lbs,Gas,['Levitate'],"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","{'HP': 2, 'Attack': 3, 'Defense': 2, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 5}"
92,93,Haunter,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,"5' 03""",0.2 lbs,Gas,['Levitate'],"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 3, 'Special Attack': 7, 'Special Defense': 4, 'Speed': 6}"
93,94,Gengar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.","4' 11""",89.3 lbs,Shadow,['Cursed Body'],"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 7}"
94,95,Onix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.","28' 10""",463.0 lbs,Rock Snake,"['Rock Head', 'Sturdy']","['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","{'HP': 3, 'Attack': 3, 'Defense': 10, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 5}"
95,96,Drowzee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.,"3' 03""",71.4 lbs,Hypnosis,"['Insomnia', 'Forewarn']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 3}"
96,97,Hypno,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,"When it locks eyes with an enemy, it will use a mix of psi moves, such as Hypnosis and Confusion.","5' 03""",166.7 lbs,Hypnosis,"['Insomnia', 'Forewarn']",['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 5, 'Attack': 5, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 7, 'Speed': 4}"
97,98,Krabby,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,"1' 04""",14.3 lbs,River Crab,"['Shell Armor', 'Hyper Cutter']",['Water'],"['Grass', 'Electric']","{'HP': 2, 'Attack': 7, 'Defense': 6, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 3}"
98,99,Kingler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.","4' 03""",132.3 lbs,Pincer,"['Shell Armor', 'Hyper Cutter']",['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 8, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 5}"
99,100,Voltorb,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.","1' 08""",22.9 lbs,Ball,"['Static', 'Soundproof']",['Electric'],['Ground'],"{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 6}"
100,101,Electrode,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.","3' 11""",146.8 lbs,Ball,"['Static', 'Soundproof']",['Electric'],['Ground'],"{'HP': 4, 'Attack': 3, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 9}"
101,102,Exeggcute,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.","1' 04""",5.5 lbs,Egg,['Chlorophyll'],"['Grass', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison', 'Bug']","{'HP': 4, 'Attack': 3, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
102,103,Exeggutor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,"6' 07""",264.6 lbs,Coconut,['Chlorophyll'],"['Grass', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison', 'Bug']","{'HP': 6, 'Attack': 6, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 5, 'Speed': 4}"
103,104,Cubone,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.","1' 04""",14.3 lbs,Lonely,"['Rock Head', 'Lightning Rod']",['Ground'],"['Water', 'Grass', 'Ice']","{'HP': 3, 'Attack': 3, 'Defense': 6, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
104,105,Marowak,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.","3' 03""",99.2 lbs,Bone Keeper,"['Rock Head', 'Lightning Rod']",['Ground'],"['Water', 'Grass', 'Ice']","{'HP': 4, 'Attack': 5, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 3}"
105,106,Hitmonlee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,"4' 11""",109.8 lbs,Kicking,"['Limber', 'Reckless']",['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 3, 'Attack': 8, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 7, 'Speed': 6}"
106,107,Hitmonchan,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn.","4' 07""",110.7 lbs,Punching,"['Keen Eye', 'Iron Fist']",['Fighting'],"['Psychic', 'Flying', 'Fairy']","{'HP': 3, 'Attack': 7, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 7, 'Speed': 5}"
107,108,Lickitung,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.","3' 11""",144.4 lbs,Licking,"['Oblivious', 'Own Tempo']",['Normal'],['Fighting'],"{'HP': 6, 'Attack': 4, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 2}"
108,109,Koffing,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.","2' 00""",2.2 lbs,Poison Gas,"['Levitate', 'Neutralizing Gas']",['Poison'],"['Psychic', 'Ground']","{'HP': 3, 'Attack': 4, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
109,110,Weezing,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found.","3' 11""",20.9 lbs,Poison Gas,"['Levitate', 'Neutralizing Gas']",['Poison'],"['Psychic', 'Ground']","{'HP': 4, 'Attack': 6, 'Defense': 8, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 4}"
110,111,Rhyhorn,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles.","3' 03""",253.5 lbs,Spikes,"['Rock Head', 'Lightning Rod']","['Ground', 'Rock']","['Steel', 'Ice', 'Water', 'Fighting', 'Grass', 'Ground']","{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 2}"
111,112,Rhydon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.,"6' 03""",264.6 lbs,Drill,"['Rock Head', 'Lightning Rod']","['Ground', 'Rock']","['Steel', 'Ice', 'Water', 'Fighting', 'Grass', 'Ground']","{'HP': 7, 'Attack': 8, 'Defense': 8, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 3}"
112,113,Chansey,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,"3' 07""",76.3 lbs,Egg,"['Natural Cure', 'Serene Grace']",['Normal'],['Fighting'],"{'HP': 15, 'Attack': 1, 'Defense': 1, 'Special Attack': 3, 'Special Defense': 7, 'Speed': 3}"
113,114,Tangela,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.","3' 03""",77.2 lbs,Vine,"['Chlorophyll', 'Leaf Guard']",['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 7, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 4}"
114,115,Kangaskhan,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs.","7' 03""",176.4 lbs,Parent,"['Early Bird', 'Scrappy']",['Normal'],['Fighting'],"{'HP': 7, 'Attack': 6, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 6}"
115,116,Horsea,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes.","1' 04""",17.6 lbs,Dragon,"['Swift Swim', 'Sniper']",['Water'],"['Grass', 'Electric']","{'HP': 2, 'Attack': 3, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 2, 'Speed': 4}"
116,117,Seadra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison.","3' 11""",55.1 lbs,Dragon,"['Poison Point', 'Sniper']",['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 4, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 5}"
117,118,Goldeen,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.","2' 00""",33.1 lbs,Goldfish,"['Swift Swim', 'Water Veil']",['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 4}"
